Name;Category;Province;City;Rating;Coordenadas
Supermercados Consum;Supermercado;Valencia;Valencia;4,4;39.4839334, -0.3851371
M/S Supermercat;Supermercado;Valencia;Valencia;4,0;39.4602027, -0.3756649
PrimaPrix Valencia Avenida del Oeste;Supermercado;Valencia;Valencia;4,3;39.4715213, -0.3798635
Supermercado Lidl;Supermercado de descuentos;Valencia;Valencia;4,2;39.487003, -0.374883
Mercadona;Supermercado;Valencia;Valencia;4,1;39.4630738, -0.3462893
BONA CASH SUPERMERCADOS;Supermercado;Valencia;Valencia;4,3;39.4622209, -0.3397769
Supermercados Consum;Supermercado;Valencia;Valencia;4,2;39.4624858, -0.403302
Supermercados Consum;Supermercado;Valencia;Valencia;4,2;39.473201, -0.358951
Supermercados Consum;Supermercado;Valencia;Valencia;4,2;39.4680596, -0.3924441
Supermercado El Corte Ingles;Supermercado;Valencia;Valencia;4,4;39.4570163, -0.3467372
Supermercados Dia;Supermercado;Valencia;Valencia;3,7;39.468749, -0.3471574
Supermercados Consum;Supermercado;Valencia;Valencia;4,2;39.4633021, -0.3963245
Supermercados Consum;Supermercado;Valencia;Valencia;4,3;39.4879594, -0.3895855
Supermercados Dia;Supermercado;Valencia;Valencia;4,0;39.4888912, -0.4050483
Supermercados Consum;Supermercado;Valencia;Valencia;4,1;39.4796319, -0.3963908
Mi compra super mercado;Supermercado;Valencia;Valencia;3,7;39.4713118, -0.3520701
Food shop alimentacion;Supermercado;Valencia;Valencia;5,0;39.4765319, -0.3800318
Carrefour Express EESS;Supermercado;Valencia;Valencia;3,7;39.4976122, -0.3829956
bonÀrea;Supermercado;Valencia;Valencia;4,1;39.4665908, -0.3543916
Supermercados Consum;Supermercado;Valencia;Valencia;4,2;39.4693148, -0.3907759
Supermercados Consum;Supermercado;Valencia;Valencia;4,3;39.4591624, -0.3664867
Supermercados Consum;Supermercado;Valencia;Valencia;4,3;39.4835872, -0.327231
Habib supermercado;Supermercado;Valencia;Valencia;3,1;39.4554389, -0.3589857
Mercadona;Supermercado;Valencia;Valencia;4,2;39.484478, -0.3834801
Supermercado Feliz;Tienda de alimentación;Valencia;Valencia;4,3;39.4675048, -0.3791688
Moaiz Dhillu Supermercat alimentació fruites i verdures;Supermercado;Valencia;Valencia;3,3;39.4726579, -0.3809729
Supermercados Consum;Supermercado;Valencia;Valencia;4,3;39.4746806, -0.3529589
Supermercados Consum;Supermercado;Valencia;Valencia;4,3;39.4913981, -0.3855381
Mercadona;Supermercado;Valencia;;4,2;39.4766472, -0.3627868
Autoservicio Roig;Supermercado;Valencia;Valencia;3,7;39.3830581, -0.332557
Supermercados Charter;Supermercado;Valencia;Valencia;4,1;39.4841422, -0.3813885
Victoria Supermercado Food Shop;Supermercado;Valencia;Valencia;3,0;39.4750056, -0.3761792
Supermercados Consum;Supermercado;Valencia;Valencia;4,1;39.4512923, -0.333955
Supermercados Charter;Supermercado;Valencia;Valencia;4,4;39.484815, -0.4028283
SUMA;Supermercado;Valencia;Valencia;4,4;39.4740725, -0.3972434
Supermercados Consum;Supermercado;Valencia;Valencia;4,3;39.4613804, -0.3877556
Supermercado frutas y veduras;Supermercado;Valencia;Valencia;3,7;39.4671278, -0.3646587
Mercadona;Supermercado;Valencia;Valencia;4,1;39.4748319, -0.3899845
Supermercados Charter;Supermercado;Valencia;Valencia;4,2;39.4708944, -0.3502303
Supermercados Charter;Supermercado;Valencia;Valencia;4,1;39.4672188, -0.3474909
Mi Valencia Supermercado;Tienda de alimentación;Valencia;Valencia;;39.4951499, -0.3707528
Bimark Benicalap;Supermercado;Valencia;Valencia;4,5;39.4942433, -0.3956495
Supermercados Charter;Supermercado;Valencia;Valencia;4,1;39.484455, -0.3569787
Supermercados Consum;Supermercado;Valencia;Valencia;4,3;39.450584, -0.372319
PrimaPrix Valencia Aben Al Abbar;Supermercado;Valencia;Valencia;4,6;39.4666395, -0.3531953
Supermercados Consum;Supermercado;Valencia;Valencia;4,2;39.4905804, -0.3597062
Carrefour Express;Supermercado;Valencia;Valencia;3,9;39.4711903, -0.3851763
Supermercados Consum;Supermercado;Valencia;Valencia;4,2;39.4718311, -0.3964884
Mercadona;Supermercado;Valencia;Valencia;4,1;39.4930971, -0.3928995
Supermercados Consum;Supermercado;Valencia;Valencia;4,3;39.452529, -0.37531
Supermercados Consum;Supermercado;Valencia;Valencia;4,2;39.4924308, -0.3896943
Supermercado Baltika;Supermercado;Valencia;Valencia;4,4;39.4668107, -0.3386761
Supermercado Dialprix;Supermercado;Valencia;Valencia;4,7;39.497087, -0.3741561
Supermercados Consum;Supermercado;Valencia;Valencia;4,2;39.4624098, -0.3995751
Supermercados Charter;Supermercado;Valencia;Valencia;4,2;39.4394849, -0.3892703
Proxim Supermercados;Tienda de alimentación;Valencia;Valencia;2,5;39.4595144, -0.3841229
Supermercado La Luna;Supermercado;Valencia;Valencia;;39.4702388, -0.4135196
Mar Market Gavines;Supermercado;Valencia;Valencia;3,8;39.3568731, -0.3215507
Supermercados Dia;Supermercado;Valencia;Valencia;3,7;39.4726004, -0.3335606
Suma Express;Supermercado;Valencia;Valencia;4,0;39.4643041, -0.3289878
Supermercado La Fruta;Tienda de alimentación;Valencia;Valencia;2,7;39.4718802, -0.3287363
LOCUTORIO Y SUPERMERCADO;Supermercado;Valencia;Valencia;5,0;39.4621106, -0.3354135
Supermercados Charter;Supermercado;Valencia;Valencia;3,5;39.4269375, -0.3639974
Supermercados Consum;Supermercado;Valencia;Valencia;4,2;39.428833, -0.365397
Supermercado. Frutas Y Verduras.;Supermercado;Valencia;Valencia;3,0;39.3834074, -0.3332997
Coaliment;Supermercado;Valencia;Valencia;3,3;39.4614536, -0.3371168
Autoservicio Carrion;Supermercado;Valencia;Valencia;;39.4720435, -0.3304606
Suma express bello;Supermercado;Valencia;Valencia;4,2;39.4604784, -0.3350686
+paekl@;Supermercado;Valencia;Valencia;1,0;39.4651167, -0.3493661
Valenciana de supermercados;Supermercado;Valencia;Valencia;1,5;39.4614292, -0.3370888
Supermercado;Supermercado;Valencia;El Perellonet;3,8;39.3074265, -0.2970715
Supermercados Charter;Supermercado;Valencia;Valencia;4,3;39.4596317, -0.3391251
Market;Supermercado;Valencia;Valencia;4,5;39.4675489, -0.3330788
Supermercados Dia;Supermercado;Valencia;Valencia;3,8;39.4450793, -0.3909597
Supermercados Consum;Supermercado;Valencia;Valencia;4,2;39.4533669, -0.3894347
Valmark;Tienda de alimentación;Valencia;Valencia;4,5;39.4678461, -0.3423024
Supermercados Charter;Supermercado;Valencia;Valencia;4,2;39.4897442, -0.3861107
Supercor Exprés;Supermercado;Valencia;Valencia;4,1;39.4569966, -0.3572954
"Ecorganic &amp; Veritas";Supermercado;Valencia;;4,1;39.4649542, -0.335458
Super Alimentación Frutas Y Verduras;Tienda de alimentación;Valencia;Valencia;;39.459782, -0.3387888
Supermercados Dia;Supermercado;Valencia;Valencia;3,9;39.4435234, -0.3669836
Dicost supermercado;Supermercado;Valencia;Valencia;5,0;39.4903797, -0.3809493
Supermercados Consum;Supermercado;Valencia;Valencia;4,2;39.4615368, -0.3358021
Supermercados Consum;Supermercado;Valencia;Valencia;4,4;39.432414, -0.39168
Cabafre Pinedo - Supermercados Donacash;Supermercado;Valencia;Valencia;4,2;39.4221767, -0.339159
Supermercados Consum;Supermercado;Valencia;Valencia;4,4;39.4527434, -0.3918428
Supermercados Consum;Supermercado;Valencia;Valencia;4,2;39.466075, -0.3525331
Maxi Cash Valencia;Supermercado;Valencia;Valencia;4,5;39.4614449, -0.3355612
Supermercado coaliment;Supermercado;Valencia;Valencia;4,3;39.4896067, -0.3703013
Lidl;Supermercado de descuentos;Valencia;Valencia;4,2;39.460752, -0.367055
Supermercados Charter;Supermercado;Valencia;Benetúser;4,0;39.4254992, -0.400241
Supermercados Consum;Supermercado;Valencia;Valencia;4,3;39.4699013, -0.3549043
Supermercados Consum;Supermercado;Valencia;Valencia;4,2;39.470756, -0.3930039
Supermercados Consum;Supermercado;Valencia;Valencia;4,3;39.4616042, -0.3444165
Supermercado Dialprix;Supermercado;Valencia;Valencia;4,6;39.4684207, -0.3429429
Supermercados Dia;Supermercado;Valencia;Valencia;4,2;39.4623014, -0.3740029
Supermercados Dia;Supermercado;Valencia;Valencia;3,7;39.4567786, -0.3741662
Supermercados Consum;Supermercado;Valencia;Valencia;4,4;39.4495387, -0.3889465
Supermercados Consum;Supermercado;Valencia;Valencia;4,2;39.4826811, -0.3704608
Cash Patri Valencia;Supermercado;Valencia;Valencia;4,0;39.4787416, -0.4475244
Supermercado Family Cash;Supermercado;Valencia;Burjasot;4,1;39.5000226, -0.4042847
Supermercados Charter;Supermercado;Valencia;Valencia;4,2;39.454914, -0.375793
Mini Supermercado;Tienda de alimentación;Valencia;Valencia;5,0;39.4610412, -0.383504
Kuups Supermercados;Supermercado;Valencia;Valencia;4,0;39.4966894, -0.3831863
SUMA Supermercado Monteolivete;Supermercado;Valencia;Valencia;4,6;39.4616153, -0.3624154
Supermercados Consum;Supermercado;Valencia;Valencia;4,2;39.5002517, -0.4227475
Supermercados Consum;Supermercado;Valencia;Valencia;4,3;39.4928331, -0.3713056
Supermercados Charter;Supermercado;Valencia;Valencia;4,1;39.4963419, -0.3732149
Supermercados Charter;Supermercado;Valencia;Valencia;3,8;39.4630706, -0.373546
DIA;Supermercado;Valencia;Valencia;4,0;39.4623278, -0.374155
Supermercados Consum;Supermercado;Valencia;Valencia;4,2;39.491074, -0.3991477
SUPERMERCADO;Tienda de alimentación;Valencia;Valencia;3,0;39.457299, -0.3739197
Supermercados Consum;Supermercado;Valencia;Valencia;4,3;39.4709048, -0.4000378
Supermercados Consum;Supermercado;Valencia;Valencia;4,2;39.4491839, -0.3915153
Supermercados Charter;Supermercado;Valencia;Burjasot;3,8;39.5044907, -0.4102185
Supermercados Charter;Supermercado;Valencia;Valencia;4,2;39.4987933, -0.3945703
Coaliment;Supermercado;Valencia;Rocafort;4,2;39.5300681, -0.4092419
ALDI;Supermercado de descuentos;Valencia;Burjasot;4,1;39.5000776, -0.4082843
Valenciana De Supermercados S A;Supermercado;Valencia;Rocafort;3,9;39.5300362, -0.4091676
Carrefour Express;Supermercado;Valencia;Valencia;4,1;39.4905847, -0.4023705
Supermercados Dia;Supermercado;Valencia;Rocafort;3,8;39.5280124, -0.4114021
Tandy Ecocompra;Supermercado;Valencia;Valencia;4,0;39.4962538, -0.3687022
SUMA Supermercados Burjassot;Supermercado;Valencia;Burjasot;4,6;39.514906, -0.4115213
Fricarne S.L.;Tienda de alimentación;Valencia;Bonrepós y Mirambell;3,2;39.518484, -0.3665025
Coaliment;Supermercado;Valencia;Burjasot;4,7;39.5089034, -0.4097753
"Tienda Supercor Stop &amp; Go";Supermercado;Valencia;Valencia;4,4;39.4877502, -0.4041035
Supermercados Dia;Supermercado;Valencia;Almácera;3,6;39.5111711, -0.3560367
Sergio Heae de la puerta;Supermercado;Valencia;Rocafort;;39.5300299, -0.4138299
Frutas Domingo;Tienda de alimentación;Valencia;Valencia;;39.5004753, -0.3811164
masymas;Supermercado;Valencia;Bonrepós y Mirambell;4,0;39.5140762, -0.3632183
Supermercados Charter;Supermercado;Valencia;Foios;4,3;39.537025, -0.3541325
Supermercados Dia;Supermercado;Valencia;Burjasot;4,0;39.509615, -0.4140565
Supermercados Charter;Supermercado;Valencia;Valencia;2,8;39.4974748, -0.3769738
Mercadona (Acceso calle Valencia);Supermercado;Valencia;Tabernes Blanques;4,3;39.5074939, -0.3664773
Mercadona;Supermercado;Valencia;Tabernes Blanques;4,1;39.5070693, -0.3657698
Supermercados Charter;Supermercado;Valencia;Meliana;4,3;39.52446, -0.35126
Supermercados Charter;Supermercado;Valencia;Valencia;3,9;39.486, -0.3925534
Supermercados Javi;Supermercado;Valencia;Valencia;4,3;39.4943978, -0.368515
Mercado rumano;Supermercado;Valencia;Moncada;5,0;39.5444853, -0.3910289
Mercadona;Supermercado;Valencia;Burjasot;4,1;39.5119021, -0.410516
PRIMAVERA MINI SUPERMERCADO Y ENVIAR DINERO;Supermercado;Valencia;Burjasot;;39.5117865, -0.4137268
Supermercados Consum;Supermercado;Valencia;Moncada;4,3;39.5459018, -0.3936796
Mercadona;Supermercado;Valencia;Valencia;4,0;39.495465, -0.370387
Coaliment;Supermercado;Valencia;Godella;3,8;39.5173744, -0.4112218
Carrefour Express;Supermercado;Valencia;Burjasot;3,9;39.5146241, -0.4131923
Supermercados Charter;Supermercado;Valencia;Moncada;4,1;39.54251, -0.39953
Botiga Blanc i Negre;Supermercado;Valencia;Burjasot;;39.5112224, -0.4156046
Supermercados Consum;Supermercado;Valencia;Burjasot;3,9;39.5144856, -0.4155273
Rose Indian Supermercado Y Frutería;Supermercado;Valencia;Valencia;4,2;39.4958137, -0.370279
Coaliment;Supermercado;Valencia;Valencia;4,1;39.4872839, -0.3904708
Supermercados Consum;Supermercado;Valencia;Valencia;4,3;39.494907, -0.380193
Alimentación Ródenas;Supermercado;Valencia;Godella;4,7;39.5184683, -0.4116117
Supermercados Consum;Supermercado;Valencia;Foios;4,2;39.537434, -0.350572
Supermercados Consum;Supermercado;Valencia;Alfara del Patriarca;4,2;39.5426799, -0.38687
Supermercados De Confianza;Supermercado;Valencia;Valencia;5,0;39.4913766, -0.3778523
SUPER TARONJA;Supermercado;Valencia;Burjasot;4,3;39.5054809, -0.4163683
Un lloc web;Supermercado;Valencia;Moncada;;39.546596, -0.3951176
Fruteria Mdomingo;Supermercado;Valencia;Valencia;5,0;39.4939994, -0.3799326
La tienda de Noé;Supermercado;Valencia;Valencia;4,5;39.493164, -0.3739766
Mercadona;Supermercado;Valencia;Valencia;4,0;39.4940275, -0.3790347
Lidl;Supermercado de descuentos;Valencia;Valencia;4,2;39.49337, -0.380057
Supermercado Consum;Supermercado;Valencia;Valencia;4,4;39.495187, -0.390844
Lidl;Supermercado de descuentos;Valencia;Valencia;4,2;39.493658, -0.359203
masymas;Supermercado;Valencia;Burjasot;4,0;39.5125636, -0.4175206
Coaliment;Supermercado;Valencia;Valencia;4,1;39.5013269, -0.418696
Mercadona;Supermercado;Valencia;Valencia;4,0;39.5033237, -0.423173
Supermercados Consum;Supermercado;Valencia;;4,2;39.5002517, -0.4227475
Supermercados Consum;Supermercado;Valencia;Valencia;4,2;39.5022483, -0.4212133
Bimark Benimàmet;Supermercado;Valencia;Valencia;4,6;39.4996237, -0.4182229
José María Alberola Tramoyeres;Tienda de alimentación;Valencia;Valencia;5,0;39.4995331, -0.4271041
Rohani Fruteria Y Alimentacion;Tienda de alimentación;Valencia;Valencia;;39.5027529, -0.418505
Góndola;Tienda de alimentación;Valencia;Burjasot;4,7;39.503581, -0.4151084
Supermercados Charter;Supermercado;Valencia;Paterna;4,3;39.5069299, -0.4281088
Lidl;Supermercado de descuentos;Valencia;Burjasot;4,3;39.501328, -0.410112
Supermercados Consum;Supermercado;Valencia;Paterna;4,4;39.510564, -0.4298967
Supermercados Charter;Supermercado;Valencia;Burjasot;3,9;39.509375, -0.4101055
STAR Market;Supermercado;Valencia;Valencia;5,0;39.4852463, -0.3993336
Mercaprop, comercio local;Supermercado;;;5,0;39.474051, -0.3544856
Supermercados Consum;Supermercado;Valencia;Valencia;4,3;39.4918556, -0.3964523
Mercadona;Supermercado;Valencia;Valencia;4,2;39.4910694, -0.3956556
Supermercados Consum;Supermercado;Valencia;Burjasot;4,2;39.507408, -0.4136741
Manuel Esquivel Mengual;Tienda de alimentación;Valencia;Burjasot;;39.5096324, -0.4109802
PAWAN Supermercado;Supermercado;Valencia;Valencia;4,1;39.4888644, -0.3867207
Supermercados Charter;Supermercado;Valencia;Paterna;4,0;39.4986385, -0.4349246
Lidl;Supermercado de descuentos;Valencia;Valencia;4,3;39.481729, -0.401047
Mercadona;Supermercado;Valencia;Valencia;4,3;39.4831753, -0.3959382
Supermercado El Corte Inglés;Supermercado;Valencia;Valencia;3,2;39.4798129, -0.3896623
Carrefour Express;Supermercado;València;Valencia;4,0;39.487635, -0.3958916
Paterna Market;Supermercado;Valencia;Paterna;4,1;39.4994826, -0.4361728
Supermercado Dialprix;Supermercado;Valencia;Paterna;4,2;39.5037952, -0.4435855
Mercadona;Supermercado;Valencia;Paterna;4,0;39.5000693, -0.437421
Supermercado Suma Express;Supermercado;Valencia;Paterna;4,3;39.506958, -0.439651
Adela Milla Defez;Tienda de alimentación;Valencia;Burjasot;5,0;39.5102637, -0.4164646
Supermercados Consum;Supermercado;Valencia;Paterna;4,2;39.5046185, -0.4432171
HEAVEN els xiquets;Supermercado;Valencia;Paterna;;39.5036836, -0.4427293
Coaliment;Supermercado;Valencia;Paterna;;39.5068234, -0.4476385
Mercadona;Supermercado;Valencia;Valencia;4,1;39.4912974, -0.378072
Tandy El Teu Rebost;Supermercado;Valencia;Valencia;4,7;39.4775429, -0.3981588
Bodega Fernández;Supermercado;Valencia;Paterna;4,9;39.50617, -0.440871
GOYA Salazones y Encurtidos;Tienda de alimentación;Valencia;Burjasot;4,6;39.5038221, -0.4114224
Mercadona;Supermercado;Valencia;Valencia;4,2;39.4815559, -0.3903008
Rejas;Tienda de alimentación;Valencia;Burjasot;5,0;39.5108312, -0.4146909
Jose Riquelme Vaberde e Hijos;Supermercado;Valencia;Paterna;5,0;39.5010493, -0.4411722
"Baratillo&amp;Mundo";Supermercado de descuentos;;;;39.4223821, -0.3524824
Luis Alabau Ballester;Tienda de alimentación;Valencia;Valencia;5,0;39.4727932, -0.3798052
Mercadona;Supermercado;Valencia;Valencia;4,2;39.4823483, -0.4034605
Coaliment;Supermercado;Valencia;;3,8;39.5173744, -0.4112218
Alimentos Dakar.;Tienda de alimentación;Valencia;Valencia;3,7;39.4942495, -0.3938053
Super Yaya;Supermercado;Valencia;Paterna;4,7;39.5019265, -0.4410693
LollyAfro - Tienda africana, extensiones de pelo, trenzas, cosmesticos en Valencia;Supermercado;Valencia;Valencia;4,6;39.4897102, -0.3880067
Supermercado masymas;Supermercado;Valencia;Mislata;4,2;39.4789526, -0.4180491
Supermercados Charter;Supermercado;Valencia;Valencia;4,0;39.4714993, -0.3330712
Pak Supermercado;Tienda de alimentación;Valencia;Valencia;;39.4701533, -0.3306033
Super Amir Tienda;Tienda de alimentación;Valencia;Valencia;4,7;39.4742083, -0.3294848
Super la Reina;Tienda de alimentación;Valencia;Valencia;4,5;39.4720893, -0.3280272
La Huerta Valenciana;Tienda de alimentación;Valencia;Valencia;4,0;39.4725926, -0.3338452
La Tienda de Juan;Tienda de alimentación;Valencia;Valencia;4,7;39.4834112, -0.3287982
Coaliment;Supermercado;Valencia;Valencia;3,9;39.477428, -0.327797
Bazar Alimentacion;Tienda de alimentación;Valencia;Valencia;3,8;39.4677036, -0.3307426
Bazar Barato Alimentacion;Supermercado asiático;Valencia;Valencia;4,0;39.4716619, -0.3336825
Mercadona;Supermercado;Valencia;Valencia;4,2;39.4667059, -0.3324805
SUPERMERCADO COALIMENT;Supermercado;Valencia;Valencia;4,6;39.4722352, -0.3402723
Tienda Ro Valencia;Supermercado;Valencia;Valencia;5,0;39.4619148, -0.3437999
Mini Supermercado;Tienda de alimentación;Valencia;Valencia;;39.4486058, -0.3329965
Supermercado Consum;Supermercado;Valencia;Valencia;4,2;39.4649795, -0.3360603
Al Grano;Tienda de alimentos naturales;Valencia;Valencia;4,8;39.4672708, -0.3324551
Saima Fruteria y Alimentación;Tienda de alimentación;Valencia;Valencia;1,0;39.466634, -0.3480505
Mamma Mia Gourmet;Supermercado italiano;Valencia;Valencia;5,0;39.4737876, -0.3278102
Alimentación Marisa;Tienda de alimentación;Valencia;Valencia;4,8;39.4660532, -0.3539693
Arcoíris Market;Supermercado;Valencia;Valencia;4,6;39.4676549, -0.3393396
Supermercados Charter;Supermercado;Valencia;Valencia;4,0;39.4218378, -0.3381113
Supermercados Charter;Supermercado;Valencia;Valencia;3,9;39.477285, -0.3514245
Mercadurra;Tienda de alimentación;Valencia;Valencia;5,0;39.4765208, -0.3517142
Mercamola;Tienda de alimentación;Valencia;Valencia;4,7;39.4744947, -0.3512411
Supermercados Charter;Supermercado;Valencia;Valencia;4,1;39.4598465, -0.3836962
Supermercados Charter;Supermercado;Valencia;Valencia;4,1;39.4596699, -0.360971
Supermercados Charter;Supermercado;Valencia;Valencia;3,7;39.471901, -0.4097082
SUMA Supermercados;Supermercado;Valencia;Valencia;3,8;39.4606882, -0.3693935
MERCO MARKET;Supermercado;Valencia;Valencia;3,8;39.4737449, -0.3771964
Comarket;Supermercado;Valencia;Valencia;4,1;39.439347, -0.360619
Supermercados Consum;Supermercado;Valencia;Valencia;4,1;39.4672306, -0.383756
Supermercados Consum;Supermercado;Valencia;Tabernes Blanques;4,4;39.5043427, -0.3574219
